CSR #,STATUS,SR TYPE,DESCRIPTION,DATE RECEIVED,TIME,LOCATION,COMMUNITY,CENSUS TRACT,PRIORITY,METHOD,PARCEL_NO,DATE_A,USER_ID,PLANNED COMP,REVISED PLANNED COMP,ACTUAL COMP,DATE OF STATUS,ASSIGNEE,X_COORD,Y_COORD,STREET_DIRECTION,Location 1
SR12044710,INPROGRS,Recycling new 18 gallon cart,I would like a bin for indoor use.,09/25/2012 12:00:00 AM,10:27 PM,3028 PENROSE PL CINC - GJ0728335886,WESTWOOD,102.02,STANDARD,INTERNET,21000730122,09/25/2012 12:00:00 AM,CSRWEB,10/05/2012 12:00:00 AM,,,09/27/2012 12:00:00 AM,,1372610,424877,,"3028 PENROSE PL
Cincinnati, OH
(39.147238656300146, -84.60136115164136)"
SR12044677,INPROGRS,Recycling new 64 gallon cart,Resident would like a 64 gallon cart. Thanks!,09/25/2012 12:00:00 AM,3:31 PM,4888 GUERLEY RD - GJ0760232693,WEST PRICE HILL,100.01,STANDARD,PHONE,18300020431,09/25/2012 12:00:00 AM,KSCHLENKER,10/05/2012 12:00:00 AM,,,09/25/2012 12:00:00 AM,,1373134,414360,,"4888 GUERLEY RD
Cincinnati, OH
(39.11847833780314, -84.59864519911287)"
SR12044673,INPROGRS,Recycling new 96 gallon cart,Resident moving in on Friday. Would like a 96 gallon recycling cart. Thanks!,09/25/2012 12:00:00 AM,3:14 PM,3125 SCHUBERT AV - GJ2205740316,PLEASANT RIDGE,57.01,STANDARD,PHONE,12200030068,09/25/2012 12:00:00 AM,KSCHLENKER,10/05/2012 12:00:00 AM,,,09/25/2012 12:00:00 AM,,1421730,436979,,"3125 SCHUBERT AV
Cincinnati, OH
(39.18394898153616, -84.42908702370863)"
SR12044672,INPROGRS,Recycling new 96 gallon cart,Resident would like a 96 gallon cart. Thanks!,09/25/2012 12:00:00 AM,3:11 PM,3310 RENFRO AV - GJ0638535555,WESTWOOD,102.01,STANDARD,PHONE,21200650061,09/25/2012 12:00:00 AM,KSCHLENKER,10/05/2012 12:00:00 AM,,,09/25/2012 12:00:00 AM,,1369612,423936,,"3310 RENFRO AV
Cincinnati, OH
(39.14455867665282, -84.6118562397233)"
SR12044594,INPROGRS,Recycling new 96 gallon cart,Recently purchased home.  At my past location I had 2 recycle bins.  If possible I would like to add a 2nd at my new location.,09/25/2012 12:00:00 AM,11:31 AM,6318 DAWES LN CINC - GJ2634829041,MOUNT WASHINGTON,46.03,STANDARD,INTERNET,200030174,09/25/2012 12:00:00 AM,CSRWEB,10/05/2012 12:00:00 AM,,,09/25/2012 12:00:00 AM,,1433952,399344,,"6318 DAWES LN
Cincinnati, OH
(39.08118345324806, -84.38357233580575)"
SR12044356,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,09/24/2012 12:00:00 AM,10:37 AM,1821 BALTIMORE AV CINC - GJ1123034502,NORTH FAIRMOUNT,86.01,STANDARD,INTERNET,20600050007,09/24/2012 12:00:00 AM,CSRWEB,10/04/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1385315,419698,,"1821 BALTIMORE AV
Cincinnati, OH
(39.13434237839999, -84.55616122644875)"
SR12044317,INPROGRS,Recycling new 35 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,09/24/2012 12:00:00 AM,9:17 AM,3303 S STERLING WY CINC - GJ2265636338,OAKLEY,53,STANDARD,INTERNET,3900020304,09/24/2012 12:00:00 AM,CSRWEB,10/04/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1423048,423849,S ,"3303 S STERLING WY
Cincinnati, OH
(39.14779623595831, -84.42326841017905)"
SR12044263,INPROGRS,Recycling new 35 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,09/23/2012 12:00:00 AM,4:52 PM,140 W 9TH ST CINC - GJ1469231369,OVER-THE-RHINE,7,STANDARD,INTERNET,7600010338,09/23/2012 12:00:00 AM,CSRWEB,10/03/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1396150,408871,W ,"140 W 9TH ST
Cincinnati, OH
(39.10500649380424, -84.51681588766684)"
SR12044258,INPROGRS,Recycling cart missing 96,We got our cart stolen for the second time.,09/23/2012 12:00:00 AM,9:59 AM,2373 FLORA ST CINC - GJ1397633813,CUF,26,STANDARD,INTERNET,10000010260,09/23/2012 12:00:00 AM,CSRWEB,10/03/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1394200,416995,,"2373 FLORA ST
Cincinnati, OH
(39.127183775046774, -84.52446911813621)"
SR12044245,INPROGRS,Recycling new 96 gallon cart,09/24/2012 7:03 AM/DCOTTRELLrequesting another recycling cart- 96 gal. I would like to have it as soon as possible. Thanks. Karen Kuhr,09/21/2012 12:00:00 AM,10:32 PM,5218 HIGHVIEW DR CINC - GJ0647832335,WEST PRICE HILL,99.01,STANDARD,INTERNET,18000830165,09/21/2012 12:00:00 AM,CSRWEB,10/04/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1369394,413372,,"5218 HIGHVIEW DR
Cincinnati, OH
(39.11556453442819, -84.61174832107974)"
SR12044238,INPROGRS,Recycling new 64 gallon cart,Needs a 64 gal recycling cart,09/21/2012 12:00:00 AM,5:29 PM,454 STRAFER ST - GJ2181132858,COLUMBIA TUSCULUM,47.01,STANDARD,PHONE,2800060254,09/21/2012 12:00:00 AM,KSCHLENKER,10/01/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1419710,412588,,"454 STRAFER ST
Cincinnati, OH
(39.11679660560833, -84.43447396266413)"
SR12044237,INPROGRS,Recycling new 96 gallon cart,Please deliver one 96 gallon cart to this address. Thanks!,09/21/2012 12:00:00 AM,5:25 PM,435 COLLINS AV - GJ1874433832,EAST WALNUT HILLS,42,STANDARD,PHONE,6400010006,09/21/2012 12:00:00 AM,KSCHLENKER,10/01/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1409821,416276,,"435 COLLINS AV
Cincinnati, OH
(39.12619452081452, -84.46930470485893)"
SR12044236,INPROGRS,Recycling new 96 gallon cart,Please deliver a 96 gallon cart to this address. Thanks!,09/21/2012 12:00:00 AM,5:24 PM,433 COLLINS AV - GJ1874133820,EAST WALNUT HILLS,42,STANDARD,PHONE,6400010006,09/21/2012 12:00:00 AM,KSCHLENKER,10/01/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1409810,416239,,"433 COLLINS AV
Cincinnati, OH
(39.125889003345904, -84.46932582851377)"
SR12044232,INPROGRS,Recycling cart missing 96,Please replace missing 64 gallon cart with a 96 gallon cart. Thanks!,09/21/2012 12:00:00 AM,5:06 PM,536 LINTON ST - GJ1624034402,AVONDALE,34,STANDARD,PHONE,9100010085,09/21/2012 12:00:00 AM,KSCHLENKER,10/08/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1401710,418553,,"536 LINTON ST
Cincinnati, OH
(39.13187514106856, -84.49846635642956)"
SR12044231,INPROGRS,Recycling contaminated cart,SIX contaminated carts needs to be removed from the curb. Thank you. ,09/21/2012 12:00:00 AM,5:04 PM,127 FINDLAY ST - GJ1443032612,OVER-THE-RHINE,16,STANDARD,PHONE,9400080356,09/21/2012 12:00:00 AM,KSCHLENKER,09/28/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1395489,412983,,"127 FINDLAY ST
Cincinnati, OH
(39.1163649310343, -84.51978365036354)"
SR12044220,INPROGRS,Recycling cart missing 35,35 gallon cart was stolen. Please replace with another 35 gal. Thanks!,09/21/2012 12:00:00 AM,4:14 PM,3032 WOODBURN AV - GJ1815834556,EAST WALNUT HILLS,41,STANDARD,PHONE,5500060090,09/21/2012 12:00:00 AM,KSCHLENKER,10/08/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1408020,418746,,"3032 WOODBURN AV
Cincinnati, OH
(39.132885476712545, -84.47636438278892)"
SR12044212,INPROGRS,Recycling new 96 gallon cart,Would like a 96 gallon recycling cart. Thanks!,09/21/2012 12:00:00 AM,3:40 PM,3642 IRVING ST - GJ1532136358,AVONDALE,69,STANDARD,PHONE,21600470040,09/21/2012 12:00:00 AM,KSCHLENKER,10/01/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1399020,425110,,"3642 IRVING ST
Cincinnati, OH
(39.14911690935868, -84.50771600211901)"
SR12044207,CLOSED  ,Recycling new 96 gallon cart,Would like an additional 96 gallon cart at home. Thanks. ,09/21/2012 12:00:00 AM,3:35 PM,1123 CARMANIA AV - GJ0783932293,WEST PRICE HILL,99.01,STANDARD,PHONE,18000800412,09/21/2012 12:00:00 AM,KSCHLENKER,10/01/2012 12:00:00 AM,,09/26/2012 12:00:00 AM,09/26/2012 12:00:00 AM,,1373843,413012,,"1123 CARMANIA AV
Cincinnati, OH
(39.1149619886686, -84.59576736861908)"
SR12044196,INPROGRS,Recycling new 96 gallon cart,Requesting a new recycling bin - New resident,09/21/2012 12:00:00 AM,3:15 PM,91 EHRMAN AV - GJ1545936320 91 Ehrman Ave,AVONDALE,69,STANDARD,PHONE,21600470180,09/21/2012 12:00:00 AM,VBANKS,10/01/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1399464,424963,,"91 EHRMAN AV
Cincinnati, OH
(39.149585886796615, -84.50666254195608)"
SR12044179,INPROGRS,Recycling cart missing 96,96 gallon recycling cart was stolen. Please replace. Thanks!,09/21/2012 12:00:00 AM,2:36 PM,521 HICKMAN AV - GJ1628635000,AVONDALE,34,STANDARD,PHONE,10600020150,09/21/2012 12:00:00 AM,KSCHLENKER,10/08/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1401959,420504,,"521 HICKMAN AV
Cincinnati, OH
(39.13754396482432, -84.49749845047751)"
SR12044178,INPROGRS,Recycling cart missing 96,Recycling cart was stolen. Please replace with a 96 gallon cart. Thanks. ,09/21/2012 12:00:00 AM,2:28 PM,1762 HANFIELD ST - GJ1192537765,NORTHSIDE,78,STANDARD,PHONE,19500280020,09/21/2012 12:00:00 AM,KSCHLENKER,10/08/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1388122,430273,,"1762 HANFIELD ST
Cincinnati, OH
(39.16314766299848, -84.54713203327458)"
SR12044174,INPROGRS,Recycling new 96 gallon cart,Wants a large cart. Thanks!,09/21/2012 12:00:00 AM,2:20 PM,2902 MONTCLAIR AV - GJ0766336377,WESTWOOD,101,STANDARD,PHONE,21000750001,09/21/2012 12:00:00 AM,KSCHLENKER,10/01/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1373934,426420,,"2902 MONTCLAIR AV
Cincinnati, OH
(39.151690300345194, -84.59689152115573)"
SR12044173,INPROGRS,Recycling new 96 gallon cart,Requesting additional 96 gallon cart. Thanks!,09/21/2012 12:00:00 AM,2:19 PM,5 GRANDIN LN - GJ1978134037,HYDE PARK,49,STANDARD,PHONE,00460A010007      ,09/21/2012 12:00:00 AM,KSCHLENKER,10/01/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1413251,416778,,"5 GRANDIN LN
Cincinnati, OH
(39.127633436061444, -84.45721781678515)"
SR12044139,INPROGRS,Recycling new 64 gallon cart,requesting 64 gal cart.,09/21/2012 12:00:00 AM,12:36 PM,3421 TRIMBLE AV - GJ1891435254,EVANSTON,38,STANDARD,PHONE,5700050069,09/21/2012 12:00:00 AM,DCOTTRELL,10/01/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1410607,420907,,"3421 TRIMBLE AV
Cincinnati, OH
(39.139000866511765, -84.46687653537981)"
SR12044101,INPROGRS,Recycling contaminated cart,Collected on Jester - 2 recycling carts toters full of trash and bricks.,09/21/2012 12:00:00 AM,11:17 AM,4161 PITTS AV - GJ1204537791 4161 Pitts collected on Jester,NORTHSIDE,78,STANDARD,PHONE,19500280040,09/21/2012 12:00:00 AM,VBANKS,09/28/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1388518,430339,,"4161 PITTS AV
Cincinnati, OH
(39.16346242570876, -84.545549226503)"
SR12044071,INPROGRS,Recycling new 64 gallon cart,need second container for residents,09/21/2012 12:00:00 AM,9:55 AM,3724 DRAKEWOOD DR CINC - GJ2177136019,OAKLEY,52,STANDARD,INTERNET,3900050116,09/21/2012 12:00:00 AM,CSRWEB,10/01/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1420099,422949,,"3724 DRAKEWOOD DR
Cincinnati, OH
(39.145134242751624, -84.43405128131036)"
SR12044069,INPROGRS,Recycling cart missing 64,Request entered through the Web. Refer to Intake Questions for further description.,09/21/2012 12:00:00 AM,9:53 AM,6239 COLLEGEVUE PL CINC - GJ1108942350,COLLEGE HILL,82.01,STANDARD,INTERNET,23200020036,09/21/2012 12:00:00 AM,CSRWEB,10/01/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1386135,445432,,"6239 COLLEGEVUE PL
Cincinnati, OH
(39.2047772797348, -84.55516297899618)"
SR12044029,INPROGRS,Recycling new 64 gallon cart,Moving into new home on 10/5; currently home does not have recycling bin,09/21/2012 12:00:00 AM,8:07 AM,1302 MEADOWBRIGHT LN CINC - GJ2521630361,MOUNT WASHINGTON,46.01,STANDARD,INTERNET,400040248,09/21/2012 12:00:00 AM,CSRWEB,10/01/2012 12:00:00 AM,,,09/24/2012 12:00:00 AM,,1430460,403854,,"1302 MEADOWBRIGHT LN
Cincinnati, OH
(39.09318040911893, -84.39599197303039)"
SR12043948,INPROGRS,Recycling contaminated cart, Just moved in and put out Recycling cart from previous owners with trash in it  Rumpke did not take it. Please have the can removed- trash is collected on Lockard Ave,09/20/2012 12:00:00 AM,3:21 PM,1715 SUTTON AV - GJ2569029531 1715 Sutton collected on Lockard Ave,MOUNT WASHINGTON,46.02,STANDARD,PHONE,300040195,09/20/2012 12:00:00 AM,VBANKS,09/27/2012 12:00:00 AM,,,09/20/2012 12:00:00 AM,,1431875,401054,,"1715 SUTTON AV
Cincinnati, OH
(39.085707043055436, -84.39040718322843)"
SR12043868,CLOSED  ,Recycling new 96 gallon cart,We have just moved to this house,09/20/2012 12:00:00 AM,11:27 AM,711 MELLWOOD AV CINC - GJ1449038404,SPRING GROVE VILLAGE,73,STANDARD,INTERNET,21900540025,09/20/2012 12:00:00 AM,CSRWEB,09/30/2012 12:00:00 AM,,09/26/2012 12:00:00 AM,09/26/2012 12:00:00 AM,,1396632,431951,,"711 MELLWOOD AV
Cincinnati, OH
(39.16857956805546, -84.51718460969886)"
SR12043754,INPROGRS,Recycling cart missing 64,Previous cart number 6410000480 was stolen between 09/14/12 and 9/18/12 shile we were out of town.,09/19/2012 12:00:00 AM,4:20 PM,935 WENINGER CIR CINC - GJ1418031339,WEST END,4,STANDARD,INTERNET,13400060285,09/19/2012 12:00:00 AM,CSRWEB,09/29/2012 12:00:00 AM,,,09/19/2012 12:00:00 AM,,1394466,408854,,"935 WENINGER CIR
Cincinnati, OH
(39.10488958194043, -84.52287731814431)"
SR12043726,INPROGRS,Recycling new 18 gallon cart,We never got a recycling bin to keep inside the house and are requesting one. Thank you.,09/19/2012 12:00:00 AM,3:29 PM,533 RINGGOLD ST CINC - GJ1568932487,MOUNT AUBURN,18,STANDARD,INTERNET,8600010156,09/19/2012 12:00:00 AM,CSRWEB,09/29/2012 12:00:00 AM,,,09/19/2012 12:00:00 AM,,1399594,412370,,"533 RINGGOLD ST
Cincinnati, OH
(39.115015947990344, -84.50524161314974)"
SR12043705,CLOSED  ,Recycling new 64 gallon cart,Citizen has moved and left the recycling bin at old address she is requesting a new one,09/19/2012 12:00:00 AM,2:01 PM,3471 HILLSIDE AV - GJ0873428838 3471 Hillside Ave,RIVERSIDE,103,STANDARD,PHONE,15700600156,09/19/2012 12:00:00 AM,VBANKS,09/29/2012 12:00:00 AM,,09/26/2012 12:00:00 AM,09/26/2012 12:00:00 AM,,1376212,401546,,"3471 HILLSIDE AV
Cincinnati, OH
(39.08375404201042, -84.5869604536635)"
SR12043613,INPROGRS,Recycling new 96 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,09/19/2012 12:00:00 AM,9:00 AM,2433 CLIFTON AV CINC - GJ1440133827,CUF,26,STANDARD,INTERNET,10000020356,09/19/2012 12:00:00 AM,CSRWEB,09/29/2012 12:00:00 AM,,,09/19/2012 12:00:00 AM,,1395593,416971,,"2433 CLIFTON AV
Cincinnati, OH
(39.127099386867506, -84.51948923428013)"
SR12043499,CLOSED  ,Recycling new 64 gallon cart,Request entered through the Web. Refer to Intake Questions for further description.,09/18/2012 12:00:00 AM,12:44 PM,4884 GUERLEY RD CINC - GJ0761432696,WEST PRICE HILL,100.01,STANDARD,INTERNET,18300020432,09/18/2012 12:00:00 AM,CSRWEB,09/28/2012 12:00:00 AM,,09/26/2012 12:00:00 AM,09/26/2012 12:00:00 AM,,1373175,414370,,"4884 GUERLEY RD
Cincinnati, OH
(39.11847833780314, -84.59848332114757)"
SR12043443,INPROGRS,Recycling contaminated cart,There's a recycling toter @ the curb with trash inside,09/18/2012 12:00:00 AM,9:15 AM,2853 MARKBREIT AV - GJ2146236741,OAKLEY,52,STANDARD,PHONE,4000010100,09/18/2012 12:00:00 AM,KMALONE,09/25/2012 12:00:00 AM,,,09/18/2012 12:00:00 AM,,1419199,425362,,"2853 MARKBREIT AV
Cincinnati, OH
(39.151861171530754, -84.43706401010854)"
SR12043403,INPROGRS,Recycling new 96 gallon cart,Business would like an additional 96 gallon cart. Thanks. ,09/17/2012 12:00:00 AM,6:01 PM,2305 GILBERT AV - GJ1676133407,WALNUT HILLS,21,STANDARD,PHONE,6800030177,09/17/2012 12:00:00 AM,KSCHLENKER,09/27/2012 12:00:00 AM,,,09/17/2012 12:00:00 AM,,1403255,415208,,"2305 GILBERT AV
Cincinnati, OH
(39.122732131001726, -84.49227338948725)"
SR12043400,CLOSED  ,Recycling new 96 gallon cart,Resident would like a 96 gallon cart. Thanks!,09/17/2012 12:00:00 AM,5:45 PM,4118 CHAMBERS ST - GJ1309837480,NORTHSIDE,74,STANDARD,PHONE,22100190120,09/17/2012 12:00:00 AM,KSCHLENKER,09/27/2012 12:00:00 AM,,09/26/2012 12:00:00 AM,09/26/2012 12:00:00 AM,,1391918,429148,,"4118 CHAMBERS ST
Cincinnati, OH
(39.16044070369031, -84.53380408080034)"
SR12043399,INPROGRS,Recycling new 64 gallon cart,Resident would like a 64 gallon cart. Thanks!,09/17/2012 12:00:00 AM,5:43 PM,624 UNION ST - GJ1646834860,AVONDALE,34,STANDARD,PHONE,10500010024,09/17/2012 12:00:00 AM,KSCHLENKER,09/27/2012 12:00:00 AM,,,09/17/2012 12:00:00 AM,,1402532,420017,,"624 UNION ST
Cincinnati, OH
(39.13591619195125, -84.49547497591158)"
SR12043398,CLOSED  ,Recycling new 96 gallon cart,Resident would like a 96 gallon cart. Thanks.,09/17/2012 12:00:00 AM,5:30 PM,1025 ACADEMY AV - GJ0932531860,WEST PRICE HILL,97,STANDARD,PHONE,17900750009,09/17/2012 12:00:00 AM,KSCHLENKER,09/27/2012 12:00:00 AM,,09/26/2012 12:00:00 AM,09/26/2012 12:00:00 AM,,1378640,411350,,"1025 ACADEMY AV
Cincinnati, OH
(39.110744168351175, -84.57877917548564)"
SR12043395,INPROGRS,Recycling contaminated cart,Recycling cart filled with concrete left on street. Please remove. Thanks. ,09/17/2012 12:00:00 AM,4:54 PM,2711 PRICE AV - GJ1111331432,EAST PRICE HILL,93,STANDARD,PHONE,17500150093,09/17/2012 12:00:00 AM,KSCHLENKER,09/24/2012 12:00:00 AM,,,09/17/2012 12:00:00 AM,,1384430,409658,,"2711 PRICE AV
Cincinnati, OH
(39.10667023955841, -84.55851745016548)"
SR12043330,INPROGRS,Recycling contaminated cart,Two recycle bins with trash inside that need to be removed,09/17/2012 12:00:00 AM,1:15 PM,4513 BARBARA PL - GJ1759538321,PADDOCK HILLS,65,STANDARD,PHONE,11100060158,09/17/2012 12:00:00 AM,DSWEETEN,09/24/2012 12:00:00 AM,,,09/17/2012 12:00:00 AM,,1406788,431169,,"4513 BARBARA PL
Cincinnati, OH
(39.16678092399684, -84.48109481666307)"
SR12043202,INPROGRS,Recycling contaminated cart,Citizen states there are several recycling cart out to the curb full of trash they have been out for several weeks.,09/17/2012 12:00:00 AM,8:18 AM,MOERLEIN AV & BOSLEY ST - GJ1456133609,CUF,25,STANDARD,PHONE,10000020318,09/17/2012 12:00:00 AM,KMALONE,09/24/2012 12:00:00 AM,,,09/17/2012 12:00:00 AM,,1396082,416227,,"2313 MOERLEIN AV
Cincinnati, OH
(39.12540311742873, -84.51790406732232)"
SR12043201,INPROGRS,Recycling contaminated cart,There are two contaminated cart that has been out to the curb for several weeks blocking the sidewalk.  Please remove so the wheel chairs can get  up & down the street.,09/17/2012 12:00:00 AM,8:15 AM,209 BOSLEY ST - GJ1451433593,CUF,25,STANDARD,PHONE,10000020335,09/17/2012 12:00:00 AM,KMALONE,09/24/2012 12:00:00 AM,,,09/17/2012 12:00:00 AM,,1395924,416182,,"209 BOSLEY ST
Cincinnati, OH
(39.125259225904074, -84.51845265376016)"
SR12043200,INPROGRS,Recycling contaminated cart,There are two contaminated cart that has been out to the curb for several weeks blocking the sidewalk.  Please remove so the wheel chairs can get  up & down the street.,09/17/2012 12:00:00 AM,8:14 AM,212 BOSLEY ST - GJ1451033630,CUF,25,STANDARD,PHONE,10000020308,09/17/2012 12:00:00 AM,KMALONE,09/24/2012 12:00:00 AM,,,09/17/2012 12:00:00 AM,,1395917,416307,,"212 BOSLEY ST
Cincinnati, OH
(39.1253311716664, -84.51853359274281)"
SR12043188,INPROGRS,Recycling new 96 gallon cart,I live in an apartment complex and would like to have the opportunity to recycle and heard about this program from others that live on the same street as me.,09/16/2012 12:00:00 AM,3:19 PM,6505 PALMETTO ST CINC - GJ2587836874,MADISONVILLE,56,STANDARD,INTERNET,3700020424,09/16/2012 12:00:00 AM,CSRWEB,09/26/2012 12:00:00 AM,,,09/16/2012 12:00:00 AM,,1433690,425083,,"6505 PALMETTO ST
Cincinnati, OH
(39.151951103733666, -84.38595553918339)"
SR12043156,CLOSED  ,Recycling new 96 gallon cart,Shorty after receiving my cart it was removed & a note was left that it would be replaced.  The cart was never replaced & I would love to have one.,09/14/2012 12:00:00 AM,8:05 PM,1432 CHASE AV CINC - GJ1290537789,NORTHSIDE,74,STANDARD,INTERNET,22100200042,09/14/2012 12:00:00 AM,CSRWEB,09/24/2012 12:00:00 AM,,09/26/2012 12:00:00 AM,09/26/2012 12:00:00 AM,,1391339,430194,,"1432 CHASE AV
Cincinnati, OH
(39.163138669778164, -84.5357376231633)"
SR12043150,INPROGRS,Recycling new 96 gallon cart,Residents just moved in. Please deliver a 96 gallon cart. Thanks!,09/14/2012 12:00:00 AM,5:17 PM,7260 EASTLAWN DR - GJ1976641380,ROSELAWN,62.01,STANDARD,PHONE,11700090268,09/14/2012 12:00:00 AM,KSCHLENKER,09/24/2012 12:00:00 AM,,,09/16/2012 12:00:00 AM,,1414398,440838,,"7260 EASTLAWN DR
Cincinnati, OH
(39.19390447640052, -84.45545514560769)"
SR12043149,INPROGRS,Recycling contaminated cart,Some tenants will not use recycling cart correctly. Please remove. Thanks. ,09/14/2012 12:00:00 AM,5:03 PM,1754 CATALINA AV - GJ1893638851,BOND HILL,63,STANDARD,PHONE,13100070203,09/14/2012 12:00:00 AM,KSCHLENKER,09/21/2012 12:00:00 AM,,,09/16/2012 12:00:00 AM,,1411269,432689,,"1754 CATALINA AV
Cincinnati, OH
(39.171133642618656, -84.4657433896229)"
SR12043138,INPROGRS,Recycling new 96 gallon cart,Moving to Cincinnati next week. Would like a 96 gallon cart. Thanks!,09/14/2012 12:00:00 AM,4:12 PM,407 MCDOWELL ST - GJ2156732854,COLUMBIA TUSCULUM,47.01,STANDARD,PHONE,2800050062,09/14/2012 12:00:00 AM,KSCHLENKER,09/24/2012 12:00:00 AM,,,09/16/2012 12:00:00 AM,,1418911,412613,,"407 MCDOWELL ST
Cincinnati, OH
(39.11654479544018, -84.43711796943029)"
SR12043117,INPROGRS,Recycling new 96 gallon cart,Would like a 96 gallon cart for residence. Thanks!,09/14/2012 12:00:00 AM,3:18 PM,1247 SLIKER AV - GJ0891432438,WEST PRICE HILL,97,STANDARD,PHONE,17900750163,09/14/2012 12:00:00 AM,KSCHLENKER,09/24/2012 12:00:00 AM,,,09/16/2012 12:00:00 AM,,1377389,413313,,"1247 SLIKER AV
Cincinnati, OH
(39.11604117510376, -84.58342867037709)"
SR12043115,INPROGRS,Recycling new 96 gallon cart,TWO 96 gallon carts requested for this address. Thanks!,09/14/2012 12:00:00 AM,3:09 PM,3231 GOLDEN AV - GJ2114333287,COLUMBIA TUSCULUM,49,STANDARD,PHONE,3000010122,09/14/2012 12:00:00 AM,KSCHLENKER,09/24/2012 12:00:00 AM,,,09/16/2012 12:00:00 AM,,1417591,414100,,"3231 GOLDEN AV
Cincinnati, OH
(39.12086154118077, -84.44202826771027)"
SR12043113,INPROGRS,Recycling new 96 gallon cart,TWO 96 gallon carts requested for this address. Thanks!,09/14/2012 12:00:00 AM,3:03 PM,3225 GOLDEN AV - GJ2112733299,COLUMBIA TUSCULUM,49,STANDARD,PHONE,3000010053,09/14/2012 12:00:00 AM,KSCHLENKER,09/24/2012 12:00:00 AM,,,09/16/2012 12:00:00 AM,,1417540,414143,,"3225 GOLDEN AV
Cincinnati, OH
(39.12090650728226, -84.44211819991318)"
SR12043099,INPROGRS,Recycling new 64 gallon cart,Please deliver a 64 gallon cart to this residence. Thanks.,09/14/2012 12:00:00 AM,2:20 PM,6038 KENNEDY AV - GJ2335540083,KENNEDY HEIGHTS,58,STANDARD,PHONE,12900040026,09/14/2012 12:00:00 AM,KSCHLENKER,09/24/2012 12:00:00 AM,,,09/16/2012 12:00:00 AM,,1425945,436004,,"6038 KENNEDY AV
Cincinnati, OH
(39.1813319544309, -84.41442807463102)"
